"rbr","name","date","stars","review","lang","thumb","reply"
16349,"A Google user",2016-07-25,5,"Simply the best!!! Accurate, easy to use, friendly interface and I feel so lucky to use it because here in Taipei it's so difficult to use GPS navigation without loosing the signal because of the tall buildings mostly. Here maps, you saved my life!!!","en",0,NA
16350,"GAMING WITH AYUSHMAN",2016-07-25,3,"Ohh man! It's not so accurate and maps are not clear as well. I have just written a place name and was finding the distance from there to my house and I was knowing the distance between these two, it showed me very very wrong distance. The original distance is 13-14kms. & It showed 63 kms. lololol !! plz check and correct it plz.","en",0,NA
16351,"Martin Hughes",2016-07-24,5,"Intituitive app, good to use I have tried many sat nav apps for car and cycle and this is by far the best. Offline maps, postcode navigation, smart routing which adjusts dynamically if you go off route. Just the right number of voice prompts in language of your choice, not loads of annoying ads. Real bonus is the new addition o...Full ReviewI have tried many sat nav apps for car and cycle and this is by far the best. Offline maps, postcode navigation, smart routing which adjusts dynamically if you go off route. Just the right number of voice prompts in language of your choice, not loads of annoying ads. Real bonus is the new addition of the cycle routing though some of the suggested routing may need adjusting.","en",0,NA
16352,"DIMBESWAR DAS",2016-07-28,4,"Not so impressive After update it is best app.. But some of...The problems is that  1...its very slow in loading location.. 2..satellite view not clear.... And 3. offline map does not shows village ...","en",0,NA
16353,"Tony Milillo",2016-07-27,2," It's gotten worse since it was sold by Nokia. Limited options in ""settings"", limited voice options and no TTS (Text To Speech). I used to love this app, but no more. And now it has a new name, Here Wego, but no new functionality. I'm not happy with it at all.","en",1,NA
16354,"Vienas Lietuvis",2016-09-03,2,"Entering destination dangerously complex When driving, the UI is very unintuitive. After entering a destination one finds themselves with a route where that destination is both start and finish. You have to go back several steps in order to reenter it properly and start navigating, which wastes valuable seconds and is distracting when driv...Full ReviewWhen driving, the UI is very unintuitive. After entering a destination one finds themselves with a route where that destination is both start and finish. You have to go back several steps in order to reenter it properly and start navigating, which wastes valuable seconds and is distracting when driving.","en",1,NA
16355,"A Google user",2016-07-13,1,"Crash open After last updat 13 julay 2016 my lg g3 not open this app aftec click on app the bleu screen withe writes here come and then crash","en",47,NA
16356,"Robert Noble",2016-07-19,1,"It used to be good It's turning into another Google maps. Hard to read the highway designations. No scale. What fool took away the scale? Uninstaling...","en",3,NA
16357,"FS E",2016-07-17,2," Is it really a problem to add mute all button to it? Also when you get to roundabouts its not clear where to go untill its too late - very bad zooming logic and it beeps with no reason when on motorway.","en",1,NA
16358,"Jay Soni",2016-07-30,4,"Problem i was download its offline map. many of time i am faceing the gps problem only in here map application. please remove this issue. otherwise it is a best app.","en",0,NA
16359,"paul farren",2016-07-16,5,"Absolutely brilliant! I had my doubts about this app because it is supposed to work off line.... No Wifi and no data. I am on holiday in Florida and I can tell you this app works beautifully!! Many many thanks to the developer!!","en",12,NA
16360,"Sanni Belas Bara",2016-07-17,5,"Thanks... And  Another Request... Developers thank you very much to provide bike route... Please also provide turn by turn navigation like car as soon as possible.... And another more thing if 3D maps view provide means HERE Maps will be d fantastic one... Zoom level control by -& + indicator... And if touch middle in these two, tha...Full ReviewDevelopers thank you very much to provide bike route... Please also provide turn by turn navigation like car as soon as possible.... And another more thing if 3D maps view provide means HERE Maps will be d fantastic one... Zoom level control by -& + indicator... And if touch middle in these two, that will be convert into left rotation & right rotation, vice versa... If possible these above means no other similar apps can stands against HERE maps.. Thanks...","en",2,NA
16361,"Oleg Mazin",2016-07-24,3," Could be great maps but unfortunately offline routing can be a PITA. if it's a long route it sometimes says ""route not found"". I've just travelled from Poland to Lithuania and for some reason it routed via Belarus, which requires VISA! 1.5h of journey lost. Weirdest thing is that Belarus map is not ...Full ReviewCould be great maps but unfortunately offline routing can be a PITA. if it's a long route it sometimes says ""route not found"". I've just travelled from Poland to Lithuania and for some reason it routed via Belarus, which requires VISA! 1.5h of journey lost. Weirdest thing is that Belarus map is not even downloaded, but looking at the way maps are downloaded, in square blocks, i understand how this happened, however this should be prevented.","en",0,NA
16362,"your Nishanth",2016-07-16,2,"Unable to download maps for offline. It's a good alternative for Google maps as it is providing offline maps. But, I'm trying to download India maps....it's always saying ""preparing your maps"". Have enough memory in both internal as well as external storage and tried both, but no response.","en",2,NA
16363,"Jim Rider",2016-10-12,2,"Beware... way  excessive permissions Come on guys...  your app requires  access to people's phone contact list !!!   And call history !!!!!  You really need to know (troll) my phone contacts and call history to provide GPS guidance. ???? Pls justify that other than to scrape and sell phone numbers.","en",0,NA
16364,"Ronald W",2016-08-02,3,"Needs improvement Works well,  but why doesn't this app know the difference between motorways, dirt tracks and roads in between? A little more nav choices would be very welcome here.","en",6,NA
16365,"Michael Browning",2016-07-18,1,"Sounds good but doesn't deliver I love the idea of having the map data stored on my device but I could never get the maps to down load. It would just continually say ""Preparing your map"". Had to uninstall.","en",1,NA
16366,"P Bond",2016-07-15,4,"Good offline mode This app is great for when you are travelling and don't have access to data. The routing is fast and rerouting is just as quick. Although I use google maps most of the time,  I'll definitely use Here maps when I'm out of Canada. I'd give it 5 stars if the maps were more up to date.","en",30,NA
16367,"A Google user",2016-07-13,5,"Good reliable great One of the best. If you add the possibility to make an itinerary it will be THE BEST. Is there any chance to ad an option for a route planner with up to 10 different destinations??? And possibly even an route  optimiser??? That would be great. Thanks","en",5,NA
16368,"Stephen Garrett",2016-08-05,5,"Oh no... ...here we go is a bit of a cheesy name, not keen on that. I'm worried that one of my favourite apps of all time is going to go downhill. Five stars for the current version I'm using though.","en",0,NA
16369,"Marcus Kok",2016-07-28,1,"Unable use while offline please solve this issue, when i use without any data or wifi, it unable to use downloaded offline map.","en",0,NA
16370,"Joe De Nazareth",2016-07-21,5,"Here Maps for India. July 2016 Thanks for the Nokia Here Maps. I travel to destinations  that I have never been to, in kerala. Nokia HERE MAPS has always helped me to find the best routes. You can use the download maps offline. No need to switch on your Data package. Make sure your mobile has GPS receiver or assisted GPS. RIDE SA...Full ReviewThanks for the Nokia Here Maps. I travel to destinations  that I have never been to, in kerala. Nokia HERE MAPS has always helped me to find the best routes. You can use the download maps offline. No need to switch on your Data package. Make sure your mobile has GPS receiver or assisted GPS. RIDE SAFE.","en",0,NA
16371,"StackOverPhloo EON",2016-07-13,1,"Not starting. I get 'There was a problem just now. Please try again later' message right after splash screen then application exits. Samsung galaxy note 3.  :(","en",5,NA
16372,"Nature Lover",2016-07-21,2,"Not bad it is ok. but difficult to download offline map in slow internet connection. and locations details is less than Google map.","en",0,NA
16373,"Peter Morgan",2016-07-13,3," When it works it's great but too often it crashes or refuses to open at all. Windows app worked but Android app is too fragile. Gps not accurate and slow. Difficult when city driving.","en",1,NA
16374,"mfaizalbs",2016-07-19,3," Edit: ok finally updated to latest version. Ok so far but offline route search from my downloaded map seem to be taking longer than usual.","en",6,"Hello ,
Our developers are currently investigating this issue so we can provide a solution. Additional information always makes this easier, so if you can, please contact appsupport@here.com so we can help. Thank you."
16375,"Max Colla",2016-07-23,5,"Great app When I have not wifi or 4g coverage this is the best option I have tried. Cannot always find addresses but otherwise good","en",1,NA
16376,"Boris Petrovic",2016-07-17,1," Not working, insist for SD card, my phone dont have SD card. Trash","en",2,NA
16377,"Mohamed Mustafa",2016-07-14,5,"Best way to navigation. Waw it's helpful an useful and v easy to use. Also you can get your map and use the app offline. I love it. The sound very clear the instructions very accurate.","en",2,NA
16378,"Just 4u",2016-07-26,4,"Good But I m not able to download maps for offline use.  It just show waiting for download only. Whats the problem man..","en",0,NA
16379,"Walter Van Der Klugt",2016-07-31,5,"Travel over world I travel over the world. Map saved me several times in countries where english is not common. Switch it on in a cab. This will keep the cab honest and safe you money","en",0,NA
16380,"Rajnam",2016-07-17,5,"Best offline maps! Used the here map app extensively on my Euro trip in the offline mode. The search results on public transport and generic search ( like when one types ""Indian restaurants"" instead of a specific name) can get better.","en",0,NA
16381,"Allan Leander Rostock Hansen",2016-07-25,2,"Great for navigation, but tends to loose GPS signal The app is in my opinion the best one around for car navigation, and it's guidance voice can speak a lot of languages (including Danish), but it tends to loose the GPS signal, which is a big inconvenience, since it have to be restarted every time it happens. Google maps are a bit better at finding p...Full ReviewThe app is in my opinion the best one around for car navigation, and it's guidance voice can speak a lot of languages (including Danish), but it tends to loose the GPS signal, which is a big inconvenience, since it have to be restarted every time it happens. Google maps are a bit better at finding places by name rather than addresses, but it's not a big inconvenience in practice. It's also possible to download the maps of an entire country! I'm using a OnePlus 2 with Android 6.","en",0,NA
16382,"KURIAKOSE ANTONY",2016-07-25,3,"A little difficult to use it Google Maps is very good, to use.  In here maps normally can't add features.","en",0,NA
16383,"Michael Phoenix",2017-07-27,4," Map update has no off line route. That's very bad as I'm in a remote area with no data till I hit the city. Please fix this.","en",4,NA
16384,"Keith Hoo",2016-07-25,5,"Best thing ever Used this app for two years abroad and found it to be super reliable off line.  It's taken is on great routes, off the main tourist trail. Would definitely recommend. Instructions coming off roundabouts also really good and clear.","en",0,NA
